run_id,paired_group,pair_group_id,comparison_arm,campaign,model,variant,variant_name,kem_level,target_prr,mean_bad_burst,p_gb,p_bg,forced_loss,forced_loss_mode,forced_loss_layer,forced_loss_after_radio_channel,forced_loss_source_id,forced_loss_destination_id,forced_loss_target_tag,forced_loss_last_sequence,rfrag_fragment_size,seed,repetition,timeout_s,mac_max_retries,max_application_retries,data_origin
A-kem1024-gilbert-prr0p50-L2-rep22-seed200022-v1,A-kem1024-gilbert-prr0p50-L2-rep22-seed200022,A-kem1024-gilbert-prr0p50-L2-rep22-seed200022,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200022,22,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep22-seed200022-v2,A-kem1024-gilbert-prr0p50-L2-rep22-seed200022,A-kem1024-gilbert-prr0p50-L2-rep22-seed200022,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200022,22,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep23-seed200023-v1,A-kem1024-gilbert-prr0p50-L2-rep23-seed200023,A-kem1024-gilbert-prr0p50-L2-rep23-seed200023,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200023,23,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep23-seed200023-v2,A-kem1024-gilbert-prr0p50-L2-rep23-seed200023,A-kem1024-gilbert-prr0p50-L2-rep23-seed200023,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200023,23,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep24-seed200024-v1,A-kem1024-gilbert-prr0p50-L2-rep24-seed200024,A-kem1024-gilbert-prr0p50-L2-rep24-seed200024,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200024,24,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep24-seed200024-v2,A-kem1024-gilbert-prr0p50-L2-rep24-seed200024,A-kem1024-gilbert-prr0p50-L2-rep24-seed200024,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200024,24,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep25-seed200025-v1,A-kem1024-gilbert-prr0p50-L2-rep25-seed200025,A-kem1024-gilbert-prr0p50-L2-rep25-seed200025,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200025,25,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep25-seed200025-v2,A-kem1024-gilbert-prr0p50-L2-rep25-seed200025,A-kem1024-gilbert-prr0p50-L2-rep25-seed200025,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200025,25,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep26-seed200026-v1,A-kem1024-gilbert-prr0p50-L2-rep26-seed200026,A-kem1024-gilbert-prr0p50-L2-rep26-seed200026,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200026,26,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep26-seed200026-v2,A-kem1024-gilbert-prr0p50-L2-rep26-seed200026,A-kem1024-gilbert-prr0p50-L2-rep26-seed200026,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200026,26,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep27-seed200027-v1,A-kem1024-gilbert-prr0p50-L2-rep27-seed200027,A-kem1024-gilbert-prr0p50-L2-rep27-seed200027,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200027,27,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep27-seed200027-v2,A-kem1024-gilbert-prr0p50-L2-rep27-seed200027,A-kem1024-gilbert-prr0p50-L2-rep27-seed200027,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200027,27,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep28-seed200028-v1,A-kem1024-gilbert-prr0p50-L2-rep28-seed200028,A-kem1024-gilbert-prr0p50-L2-rep28-seed200028,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200028,28,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep28-seed200028-v2,A-kem1024-gilbert-prr0p50-L2-rep28-seed200028,A-kem1024-gilbert-prr0p50-L2-rep28-seed200028,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200028,28,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep29-seed200029-v1,A-kem1024-gilbert-prr0p50-L2-rep29-seed200029,A-kem1024-gilbert-prr0p50-L2-rep29-seed200029,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200029,29,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep29-seed200029-v2,A-kem1024-gilbert-prr0p50-L2-rep29-seed200029,A-kem1024-gilbert-prr0p50-L2-rep29-seed200029,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200029,29,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep30-seed200030-v1,A-kem1024-gilbert-prr0p50-L2-rep30-seed200030,A-kem1024-gilbert-prr0p50-L2-rep30-seed200030,B1,A_B1_VS_B2,gilbert,1,B1_RFC4944_NO_RECOVERY,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200030,30,240,0,0,COOJA_SIMULATION
A-kem1024-gilbert-prr0p50-L2-rep30-seed200030-v2,A-kem1024-gilbert-prr0p50-L2-rep30-seed200030,A-kem1024-gilbert-prr0p50-L2-rep30-seed200030,B2,A_B1_VS_B2,gilbert,2,B2_RFRAG_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,none,0,none,0,2,1,0,16,96,200030,30,240,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001,B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200001,1,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001,B-kem1024-gilbert-prr0p50-L2-loss1-rep01-seed200001,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200001,1,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002,B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200002,2,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002,B-kem1024-gilbert-prr0p50-L2-loss1-rep02-seed200002,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200002,2,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003,B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200003,3,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003,B-kem1024-gilbert-prr0p50-L2-loss1-rep03-seed200003,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200003,3,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004,B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200004,4,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004,B-kem1024-gilbert-prr0p50-L2-loss1-rep04-seed200004,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200004,4,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005,B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200005,5,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005,B-kem1024-gilbert-prr0p50-L2-loss1-rep05-seed200005,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200005,5,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006,B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200006,6,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006,B-kem1024-gilbert-prr0p50-L2-loss1-rep06-seed200006,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200006,6,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007,B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200007,7,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007,B-kem1024-gilbert-prr0p50-L2-loss1-rep07-seed200007,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200007,7,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008,B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200008,8,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008,B-kem1024-gilbert-prr0p50-L2-loss1-rep08-seed200008,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200008,8,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009,B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200009,9,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009,B-kem1024-gilbert-prr0p50-L2-loss1-rep09-seed200009,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200009,9,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010,B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200010,10,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010,B-kem1024-gilbert-prr0p50-L2-loss1-rep10-seed200010,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200010,10,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011,B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200011,11,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011,B-kem1024-gilbert-prr0p50-L2-loss1-rep11-seed200011,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200011,11,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012,B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200012,12,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012,B-kem1024-gilbert-prr0p50-L2-loss1-rep12-seed200012,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200012,12,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013,B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200013,13,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013,B-kem1024-gilbert-prr0p50-L2-loss1-rep13-seed200013,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200013,13,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014,B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200014,14,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014,B-kem1024-gilbert-prr0p50-L2-loss1-rep14-seed200014,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200014,14,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015,B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200015,15,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015,B-kem1024-gilbert-prr0p50-L2-loss1-rep15-seed200015,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200015,15,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016,B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200016,16,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016,B-kem1024-gilbert-prr0p50-L2-loss1-rep16-seed200016,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200016,16,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017,B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200017,17,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017,B-kem1024-gilbert-prr0p50-L2-loss1-rep17-seed200017,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200017,17,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018,B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200018,18,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018,B-kem1024-gilbert-prr0p50-L2-loss1-rep18-seed200018,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200018,18,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019,B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200019,19,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019,B-kem1024-gilbert-prr0p50-L2-loss1-rep19-seed200019,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200019,19,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020,B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200020,20,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020,B-kem1024-gilbert-prr0p50-L2-loss1-rep20-seed200020,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200020,20,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021,B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200021,21,360,0,0,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021-v4,B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021,B-kem1024-gilbert-prr0p50-L2-loss1-rep21-seed200021,V2,B_V1_V2_FIRST_LOSS,gilbert,4,V2_RFRAG_FINAL_ACK_APP_RETRY,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200021,21,360,0,1,COOJA_SIMULATION
B-kem1024-gilbert-prr0p50-L2-loss1-rep22-seed200022-v3,B-kem1024-gilbert-prr0p50-L2-loss1-rep22-seed200022,B-kem1024-gilbert-prr0p50-L2-loss1-rep22-seed200022,V1,B_V1_V2_FIRST_LOSS,gilbert,3,V1_RFRAG_INITIAL_FINAL_ACK,1024,0.5,2.0,0.5000000000,0.5000000000,first_fragment,1,receiver_after_channel,1,2,1,0,16,96,200022,22,360,0,0,COOJA_SIMULATION
